,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
269,Achraf Hakimi,ma MAR,DF,Paris S-G,22,1998,27.5,4,20,10,50.0,0.73,0.36,0.20,0.40,15.9,0,0,0,3.0,3.0,0.15,+1.0,+1.0,Matches,e42d61c7
270,Pierre-Yves Hamel,fr FRA,FWMF,Lorient,27,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a99da9ec
271,Pierre-Yves Hamel,fr FRA,FW,Clermont Foot,27,1994,5.8,0,13,4,30.8,2.24,0.69,0.00,0.00,16.3,0,0,0,1.9,1.9,0.14,-1.9,-1.9,Matches,a99da9ec
272,Romain Hamouma,fr FRA,FWMF,Saint-Étienne,34,1987,9.8,2,23,7,30.4,2.34,0.71,0.09,0.29,17.8,0,0,0,3.0,3.0,0.13,-1.0,-1.0,Matches,0b4d8274
273,Amine Harit,ma MAR,FWMF,Marseille,24,1997,12.9,4,15,7,46.7,1.16,0.54,0.27,0.57,16.5,1,0,0,2.5,2.5,0.17,+1.5,+1.5,Matches,e7d59f4f
274,Henrique,br BRA,DF,Lyon,27,1994,12.3,0,5,0,0.0,0.41,0.00,0.00,,15.5,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches,f28474a4
275,Luis Henrique,br BRA,FWMF,Marseille,19,2001,7.8,0,6,2,33.3,0.77,0.26,0.00,0.00,14.9,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches,f36d5624
276,Christophe Hérelle,mq MTQ,DF,Brest,28,1992,21.5,0,6,2,33.3,0.28,0.09,0.00,0.00,11.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,3681cfff
277,Jérôme Hergault,fr FRA,DF,Lorient,35,1986,3.9,0,1,0,0.0,0.26,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,a84f9a4b
278,Ander Herrera,es ESP,MF,Paris S-G,31,1989,12.1,3,14,3,21.4,1.15,0.25,0.21,1.00,22.3,0,0,0,1.0,1.0,0.07,+2.0,+2.0,Matches,436a9dd0
279,Franck Honorat,fr FRA,FWMF,Brest,24,1996,32.2,11,60,30,50.0,1.86,0.93,0.18,0.37,20.5,1,0,0,5.7,5.7,0.10,+5.3,+5.3,Matches,db7849ca
280,Fraser Hornby,sct SCO,FWMF,Reims,21,1999,3.9,0,6,2,33.3,1.54,0.51,0.00,0.00,12.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,29aee77c
281,Cédric Hountondji,bj BEN,DF,Clermont Foot,27,1994,22.6,1,8,3,37.5,0.35,0.13,0.13,0.33,9.7,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Matches,00891164
282,Suk Hyun-jun,kr KOR,FWMF,Troyes,30,1991,1.7,0,8,2,25.0,4.71,1.18,0.00,0.00,13.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,7ffaf233
283,Mauro Icardi,ar ARG,FW,Paris S-G,28,1993,11.4,4,28,9,32.1,2.45,0.79,0.14,0.44,10.8,0,0,0,5.4,5.4,0.19,-1.4,-1.4,Matches,43b78598
284,Jonathan Iglesias,uy URU,MF,Clermont Foot,32,1988,6.4,0,1,0,0.0,0.16,0.00,0.00,,31.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,639ca1cf
285,Juan Ignacio Ramírez,uy URU,FW,Saint-Étienne,24,1997,1.4,0,2,0,0.0,1.43,0.00,0.00,,13.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,ad513a6b
286,Danylo Ihnatenko,ua UKR,MF,Bordeaux,24,1997,7.7,0,12,1,8.3,1.56,0.13,0.00,0.00,28.0,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,65bbfba3
287,Jonathan Ikone,fr FRA,MFFW,Lille,23,1998,11.8,1,22,8,36.4,1.86,0.68,0.05,0.13,18.7,2,0,0,2.5,2.5,0.11,-1.5,-1.5,Matches,42eaa028
288,Bonke Innocent,ng NGA,MF,Lorient,25,1996,9.7,0,3,1,33.3,0.31,0.10,0.00,0.00,14.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,546bb36e
289,Wilson Isidor,fr FRA,FWMF,Monaco,20,2000,0.6,0,1,0,0.0,1.80,0.00,0.00,,11.8,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,a671316d
290,Ismail Jakobs,sn SEN,DFFW,Monaco,21,1999,13.4,0,5,1,20.0,0.37,0.07,0.00,0.00,13.7,0,0,0,0.7,0.7,0.13,-0.7,-0.7,Matches,a0415710
291,Marin Jakoliš,hr CRO,FW,Angers,24,1996,2.5,0,9,3,33.3,3.54,1.18,0.00,0.00,15.5,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches,96f4ebc0
292,Abdel Jalil Medioub,dz ALG,DF,Bordeaux,23,1997,6.9,0,3,0,0.0,0.43,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,4937a9f7
293,Corentin Jean,fr FRA,FWMF,Lens,26,1995,2.8,1,7,2,28.6,2.47,0.71,0.14,0.50,18.1,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches,7d9b37bf
294,Jemerson,br BRA,DF,Metz,28,1992,13.4,0,5,2,40.0,0.37,0.15,0.00,0.00,11.5,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches,7cab69b5
295,Moritz Jenz,de GER,DF,Lorient,22,1999,15.3,1,9,1,11.1,0.59,0.07,0.11,1.00,8.9,0,0,0,1.3,1.3,0.14,-0.3,-0.3,Matches,ee644761
296,Lenny Joseph,fr FRA,FWMF,Metz,20,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d1828392
297,Issa Kaboré,bf BFA,DF,Troyes,20,2001,25.0,0,7,2,28.6,0.28,0.08,0.00,0.00,19.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,c066d1a5
298,Tino Kadewere,zw ZIM,FW,Lyon,25,1996,5.6,1,18,7,38.9,3.20,1.25,0.06,0.14,13.1,0,0,0,3.7,3.7,0.20,-2.7,-2.7,Matches,7d08063d
299,Gaël Kakuta,cd COD,MFFW,Lens,30,1991,18.6,3,40,14,35.0,2.15,0.75,0.05,0.14,23.6,2,1,1,4.0,3.2,0.08,-1.0,-1.2,Matches,5b1bf5e3
300,Arnaud Kalimuendo,fr FRA,FW,Paris S-G,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bf4c41f9
301,Arnaud Kalimuendo,fr FRA,FW,Lens,19,2002,23.9,12,60,29,48.3,2.51,1.22,0.17,0.34,17.1,0,2,2,9.9,8.3,0.14,+2.1,+1.7,Matches,bf4c41f9
302,Samuel Kalu,ng NGA,FWMF,Bordeaux,23,1997,3.6,1,13,8,61.5,3.57,2.20,0.08,0.13,21.9,1,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches,b8d22478
303,Boubacar Kamara,fr FRA,MFDF,Marseille,21,1999,30.9,1,22,3,13.6,0.71,0.10,0.05,0.33,20.5,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches,cc77354e
304,Hassane Kamara,ci CIV,MFDF,Nice,27,1994,6.0,0,13,1,7.7,2.15,0.17,0.00,0.00,17.4,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches,19a12bed
305,Jean-Armel Kana-Biyik,cm CMR,DF,Metz,32,1989,7.4,0,1,0,0.0,0.14,0.00,0.00,,12.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,76a4233b
306,Nordine Kandil,fr FRA,MFFW,Strasbourg,19,2001,1.0,0,1,0,0.0,1.00,0.00,0.00,,17.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,c5908bc4
307,Eiji Kawashima,jp JPN,GK,Strasbourg,38,1983,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a4527d33
308,Ilan Kebbal,dz ALG,MFFW,Reims,23,1998,19.7,1,27,6,22.2,1.37,0.30,0.04,0.17,19.7,0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches,37d04e90
309,Thilo Kehrer,de GER,DF,Paris S-G,24,1996,16.8,2,9,4,44.4,0.54,0.24,0.22,0.50,13.6,0,0,0,1.3,1.3,0.15,+0.7,+0.7,Matches,51dbeea9
310,Habib Keita,ml MLI,MFFW,Lyon,19,2002,0.1,0,2,2,100.0,25.71,25.71,0.00,0.00,19.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,cc588cbe
311,Saîf-Eddine Khaoui,tn TUN,MFFW,Clermont Foot,26,1995,10.3,1,19,7,36.8,1.84,0.68,0.05,0.14,19.7,2,0,0,2.1,2.1,0.11,-1.1,-1.1,Matches,796b1c41
312,Wahbi Khazri,tn TUN,FWMF,Saint-Étienne,30,1991,24.7,10,69,18,26.1,2.79,0.73,0.09,0.33,23.6,9,4,4,8.8,5.6,0.08,+1.2,+0.4,Matches,2677a1de
313,Presnel Kimpembe,fr FRA,DF,Paris S-G,25,1995,28.6,1,7,1,14.3,0.24,0.03,0.14,1.00,9.7,0,0,0,1.3,1.3,0.18,-0.3,-0.3,Matches,aef6e670
314,Thibault Klidje,tg TOG,MFFW,Bordeaux,20,2001,1.0,0,1,0,0.0,1.05,0.00,0.00,,23.4,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,db013c7d
315,Justin Kluivert,nl NED,MF,Nice,22,1999,20.8,4,30,10,33.3,1.45,0.48,0.13,0.40,18.6,2,0,0,3.7,3.7,0.12,+0.3,+0.3,Matches,4c3a6744
316,Samuel Koeberlé,fr FRA,FW,Reims,16,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6751b938
317,Philippe Koffi,fr FRA,FW,Reims,19,2002,4.2,1,9,2,22.2,2.16,0.48,0.11,0.50,14.0,0,0,0,1.0,1.0,0.12,0.0,0.0,Matches,9f1c2822
318,Sead Kolašinac,ba BIH,DF,Marseille,28,1993,4.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3935e52e
319,Randal Kolo Muani,fr FRA,FWMF,Nantes,22,1998,32.8,12,54,26,48.1,1.65,0.79,0.22,0.46,11.7,0,0,0,11.1,11.1,0.21,+0.9,+0.9,Matches,c0b3669f
320,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,29,1991,28.5,2,15,6,40.0,0.53,0.21,0.13,0.33,12.7,0,0,0,1.7,1.7,0.11,+0.3,+0.3,Matches,ab096c6f
321,Ghislain Konan,ci CIV,DF,Reims,25,1995,26.9,1,19,5,26.3,0.71,0.19,0.05,0.20,24.1,1,0,0,1.0,1.0,0.05,0.0,0.0,Matches,6b2c894b
322,Ibrahima Koné,ml MLI,FW,Lorient,22,1999,8.1,5,15,8,53.3,1.84,0.98,0.33,0.63,14.9,0,0,0,2.9,2.9,0.20,+2.1,+2.1,Matches,04bb2b06
323,Youssouf Koné,ml MLI,DF,Troyes,26,1995,10.9,0,9,3,33.3,0.83,0.28,0.00,0.00,26.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,e6eadfb8
324,Laurent Koscielny,fr FRA,DF,Bordeaux,35,1985,10.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f5efb153
325,Rominigue Kouamé,ml MLI,MF,Troyes,24,1996,33.0,1,37,11,29.7,1.12,0.33,0.03,0.09,22.7,1,0,0,3.2,3.2,0.09,-2.2,-2.2,Matches,86a2ba20
326,Boubakar Kouyaté,ml MLI,DF,Metz,24,1997,29.6,1,22,6,27.3,0.74,0.20,0.05,0.17,14.3,0,0,0,1.9,1.9,0.09,-0.9,-0.9,Matches,562a4799
327,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,24,1997,5.0,1,12,2,16.7,2.38,0.40,0.08,0.50,11.2,0,0,0,1.8,1.8,0.15,-0.8,-0.8,Matches,037f2523
328,Mykola Kukharevych,ua UKR,FW,Troyes,20,2001,0.2,0,1,0,0.0,6.00,0.00,0.00,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,8197a269
329,Enock Kwateng,fr FRA,DF,Bordeaux,24,1997,22.2,1,7,3,42.9,0.31,0.13,0.14,0.33,16.7,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,4bf69118
330,Grejohn Kyei,fr FRA,FW,Clermont Foot,25,1995,4.4,0,11,3,27.3,2.50,0.68,0.00,0.00,9.5,0,0,0,1.9,1.9,0.17,-1.9,-1.9,Matches,397ba086
331,Gaëtan Laborde,fr FRA,FW,Montpellier,27,1994,3.8,3,14,4,28.6,3.70,1.06,0.21,0.75,15.5,0,0,0,1.7,1.7,0.14,+1.3,+1.3,Matches,7cdda3bf
332,Gaëtan Laborde,fr FRA,FW,Rennes,27,1994,30.3,12,84,32,38.1,2.77,1.06,0.12,0.31,12.4,0,2,2,15.3,13.8,0.16,-3.3,-3.8,Matches,7cdda3bf
333,Tom Lacoux,fr FRA,DFMF,Bordeaux,19,2002,10.1,0,2,0,0.0,0.20,0.00,0.00,,29.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,295ba708
334,Lenny Lacroix,fr FRA,DF,Metz,18,2003,2.2,0,2,0,0.0,0.90,0.00,0.00,,8.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,5413ef36
335,Alban Lafont,fr FRA,GK,Nantes,22,1999,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4e7db402
336,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,23,1998,26.8,14,63,26,41.3,2.35,0.97,0.19,0.46,13.1,0,2,3,15.0,12.5,0.20,-1.0,-0.5,Matches,01870104
337,Didier Lamkel Zé,cm CMR,FW,Metz,24,1996,6.7,3,14,7,50.0,2.08,1.04,0.21,0.43,12.9,0,0,0,2.1,2.1,0.15,+0.9,+0.9,Matches,b229aa13
338,Julien Laporte,fr FRA,DF,Lorient,27,1993,32.1,2,17,3,17.6,0.53,0.09,0.12,0.67,13.5,0,0,0,2.0,2.0,0.12,0.0,0.0,Matches,f066022d
339,Yasser Larouci,dz ALG,DF,Troyes,20,2001,3.8,0,3,1,33.3,0.79,0.26,0.00,0.00,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,0ed063d6
340,Paul Lasne,fr FRA,MF,Brest,32,1989,9.4,0,8,1,12.5,0.85,0.11,0.00,0.00,21.9,1,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,542cc80f
341,Armand Lauriente,fr FRA,FWMF,Lorient,22,1998,27.5,6,84,36,42.9,3.05,1.31,0.06,0.14,21.0,22,1,1,9.5,8.7,0.10,-3.5,-3.7,Matches,2d22cea7
342,Théo Le Bris,fr FRA,MF,Lorient,18,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,afe39ca8
343,Jérémy Le Douaron,fr FRA,FWMF,Brest,23,1998,16.1,5,35,16,45.7,2.18,1.00,0.14,0.31,14.6,0,0,0,4.5,4.5,0.13,+0.5,+0.5,Matches,88c4d190
344,Enzo Le Fée,fr FRA,MFFW,Lorient,21,2000,24.4,2,33,9,27.3,1.35,0.37,0.06,0.22,23.9,5,0,0,2.4,2.4,0.07,-0.4,-0.4,Matches,6f806d99
345,Vincent Le Goff,fr FRA,DF,Lorient,31,1989,34.0,1,27,4,14.8,0.79,0.12,0.04,0.25,16.8,0,0,0,2.2,2.2,0.08,-1.2,-1.2,Matches,2321ea6e
346,Maxime Le Marchand,fr FRA,DF,Strasbourg,31,1989,9.6,1,3,2,66.7,0.31,0.21,0.33,0.50,12.6,0,0,0,0.4,0.4,0.13,+0.6,+0.6,Matches,321a71a7
347,Jean-Louis Leca,fr FRA,GK,Lens,35,1985,25.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,edbe46dc
348,Félix Lemaréchal,ci CIV,MF,Monaco,17,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8ca9415f
349,Mario Lemina,ga GAB,MF,Nice,27,1993,21.9,2,16,4,25.0,0.73,0.18,0.13,0.50,15.5,0,0,0,1.9,1.9,0.12,+0.1,+0.1,Matches,2b471f99
350,Fabien Lemoine,fr FRA,MF,Lorient,34,1987,12.4,0,4,0,0.0,0.32,0.00,0.00,,19.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,54d51e22
351,Léo Leroy,fr FRA,MF,Montpellier,21,2000,7.0,0,8,3,37.5,1.15,0.43,0.00,0.00,26.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,fcc84a07
352,Alexandre Letellier,fr FRA,GK,Paris S-G,30,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,96fcd380
353,Yanis Lhery,fr FRA,FWMF,Saint-Étienne,18,2003,0.8,0,2,1,50.0,2.50,1.25,0.00,0.00,16.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,cc972842
354,Dimitri Liénard,fr FRA,DFMF,Strasbourg,33,1988,22.7,2,23,3,13.0,1.01,0.13,0.09,0.67,21.2,4,0,0,1.7,1.7,0.07,+0.3,+0.3,Matches,f7691f63
355,Isaac Lihadji,fr FRA,MFFW,Lille,19,2002,2.6,1,3,2,66.7,1.13,0.76,0.33,0.50,19.0,0,0,0,0.8,0.8,0.26,+0.2,+0.2,Matches,57a46f3f
356,Pol Lirola,es ESP,DFFW,Marseille,23,1997,19.7,1,13,2,15.4,0.66,0.10,0.08,0.50,20.9,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches,ff800ed8
357,Banzouzi Locko,fr FRA,MFDF,Reims,19,2002,11.2,1,7,2,28.6,0.62,0.18,0.14,0.50,24.1,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,40221fa7
358,Anthony Lopes,pt POR,GK,Lyon,30,1990,33.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f00de885
359,Pau López,es ESP,GK,Marseille,26,1994,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,20b9f052
360,Dion Lopy,sn SEN,MF,Reims,19,2002,18.2,0,16,2,12.5,0.88,0.11,0.00,0.00,23.8,0,0,0,1.4,1.4,0.09,-1.4,-1.4,Matches,64c14d49
361,Samuel Loric,fr FRA,DF,Lorient,21,2000,3.0,0,1,0,0.0,0.33,0.00,0.00,,16.7,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,9004f318
362,Jordan Lotomba,ch SUI,DF,Nice,22,1998,19.8,0,9,2,22.2,0.45,0.10,0.00,0.00,17.1,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches,fc4cf6a7
363,Johaneko Louisjean,fr FRA,DF,Bordeaux,17,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9af3613f
364,Jean Lucas,br BRA,MF,Monaco,23,1998,16.1,1,26,9,34.6,1.62,0.56,0.04,0.11,21.0,1,0,0,3.0,3.0,0.11,-2.0,-2.0,Matches,a99138af
365,Castello Lukeba,fr FRA,DF,Lyon,18,2002,23.3,2,6,3,50.0,0.26,0.13,0.33,0.67,8.3,0,0,0,1.8,1.8,0.30,+0.2,+0.2,Matches,5b9512c5
366,Levi Lumeka,eng ENG,MFFW,Troyes,22,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,199ff86e
367,Yannis M'Bemba,fr FRA,DFFW,Nantes,20,2001,0.1,0,2,1,50.0,36.00,18.00,0.00,0.00,10.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,080de72a
368,Deiver Machado,co COL,DFMF,Lens,27,1993,5.8,0,2,0,0.0,0.34,0.00,0.00,,22.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,b3f8bdef
369,Yvann Macon,fr FRA,DF,Saint-Étienne,22,1998,17.0,0,15,4,26.7,0.88,0.24,0.00,0.00,26.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,0bb6e193
370,Louis Mafouta,cf CTA,FW,Metz,27,1994,5.8,2,9,7,77.8,1.54,1.20,0.22,0.29,15.7,0,0,0,1.6,1.6,0.18,+0.4,+0.4,Matches,bec3d251
371,Hugo Magnetti,fr FRA,MF,Brest,23,1998,16.3,0,17,2,11.8,1.05,0.12,0.00,0.00,24.4,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,d4d35152
372,Yohann Magnin,fr FRA,MFDF,Clermont Foot,24,1997,19.1,1,19,3,15.8,1.00,0.16,0.05,0.33,14.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches,caa7aaea
373,Habib Maïga,ci CIV,MF,Metz,25,1996,14.1,2,11,5,45.5,0.78,0.36,0.18,0.40,20.4,0,0,0,0.9,0.9,0.09,+1.1,+1.1,Matches,e768de1f
374,Josh Maja,ng NGA,FW,Bordeaux,22,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bc0bfc64
375,Abdul Majeed Waris,gh GHA,FWMF,Strasbourg,29,1991,3.6,2,7,3,42.9,1.93,0.83,0.29,0.67,17.8,0,0,0,1.3,1.3,0.19,+0.7,+0.7,Matches,46907171
376,Lovro Majer,hr CRO,MFFW,Rennes,23,1998,20.4,6,45,18,40.0,2.21,0.88,0.13,0.33,19.9,4,0,0,5.2,5.2,0.12,+0.8,+0.8,Matches,fc46aab1
377,Béni Makouana,cg CGO,FWMF,Montpellier,18,2002,3.6,0,7,0,0.0,1.96,0.00,0.00,,15.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,654f49ca
378,Hianga Mananga Mbock,fr FRA,MF,Brest,21,1999,8.9,0,9,0,0.0,1.01,0.00,0.00,,25.0,3,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,0f86995c
379,Vincent Manceau,fr FRA,DF,Angers,32,1989,26.2,0,3,0,0.0,0.11,0.00,0.00,,25.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,c26a3918
380,Steve Mandanda,fr FRA,GK,Marseille,36,1985,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1d2d5cc8
381,Reinildo Mandava,mz MOZ,DF,Lille,27,1994,16.9,1,6,3,50.0,0.35,0.18,0.17,0.33,14.8,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches,c20bdcd7
382,Anthony Mandrea,dz ALG,GK,Angers,24,1996,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f7d3a773
383,Eliaquim Mangala,fr FRA,DF,Saint-Étienne,30,1991,13.1,1,3,1,33.3,0.23,0.08,0.33,1.00,9.9,0,0,0,0.5,0.5,0.17,+0.5,+0.5,Matches,f520049f
384,Thomas Mangani,fr FRA,MF,Angers,34,1987,24.4,7,12,3,25.0,0.49,0.12,0.08,0.33,27.1,2,6,6,5.8,1.0,0.09,+1.2,0.0,Matches,c801616a
385,Ricardo Mangas,pt POR,DF,Bordeaux,23,1998,26.1,3,17,5,29.4,0.65,0.19,0.18,0.60,13.1,0,0,0,2.1,2.1,0.13,+0.9,+0.9,Matches,eef2d8ce
386,Myziane Maolida,fr FRA,MF,Nice,22,1999,0.4,0,1,0,0.0,2.65,0.00,0.00,,24.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,706a60e1
387,Sekou Mara,fr FRA,FWMF,Bordeaux,19,2002,10.1,6,37,16,43.2,3.68,1.59,0.14,0.31,18.5,0,1,1,5.2,4.9,0.13,+0.8,+0.1,Matches,3544641e
388,Marcelo,br BRA,DF,Bordeaux,34,1987,10.0,0,3,0,0.0,0.30,0.00,0.00,,10.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,e3d0b0c4
389,Marcelo,br BRA,DF,Lyon,34,1987,2.0,0,2,0,0.0,1.00,0.00,0.00,,15.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,e3d0b0c4
390,Guillermo Maripán,cl CHI,DF,Monaco,27,1994,20.4,0,7,2,28.6,0.34,0.10,0.00,0.00,10.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,d9764034
391,Marquinhos,br BRA,DF,Paris S-G,27,1994,31.8,5,21,7,33.3,0.66,0.22,0.24,0.71,10.1,0,0,0,3.9,3.9,0.19,+1.1,+1.1,Matches,d5f2f82b
392,Jonas Martin,fr FRA,MF,Rennes,31,1990,23.4,1,21,4,19.0,0.90,0.17,0.05,0.25,20.3,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches,468fdbad
393,Gelson Martins,pt POR,MFFW,Monaco,26,1995,21.2,4,30,11,36.7,1.42,0.52,0.13,0.36,13.5,0,0,0,6.3,6.3,0.21,-2.3,-2.3,Matches,3ef0fa48
394,Pape Matar Sarr,sn SEN,MF,Metz,18,2002,23.7,1,31,8,25.8,1.31,0.34,0.03,0.13,29.2,1,0,0,2.7,2.7,0.09,-1.7,-1.7,Matches,feb5d972
395,Eliot Matazo,be BEL,MF,Monaco,19,2002,8.8,0,4,1,25.0,0.46,0.11,0.00,0.00,28.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,15944afd
396,Chrislain Matsima,fr FRA,DF,Monaco,19,2002,1.5,0,1,0,0.0,0.67,0.00,0.00,,9.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,cf1ef7ec
397,Azor Matusiwa,nl NED,MF,Reims,23,1998,27.4,1,10,5,50.0,0.37,0.18,0.10,0.20,23.7,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches,a17a94d6
398,Stephy Mavididi,eng ENG,FWMF,Montpellier,23,1998,25.5,8,60,23,38.3,2.35,0.90,0.13,0.35,17.1,0,0,0,9.0,9.0,0.16,-1.0,-1.0,Matches,30144daa
399,Derek Mazou-Sacko,fr FRA,FWDF,Troyes,16,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,810edef9
400,Kylian Mbappé,fr FRA,FW,Paris S-G,22,1998,33.6,28,143,59,41.3,4.26,1.76,0.17,0.41,16.9,3,4,4,26.3,23.9,0.17,+1.7,+0.1,Matches,42fd9c7f
401,Amadou Mbengue,sn SEN,DFMF,Metz,19,2002,6.8,0,3,0,0.0,0.44,0.00,0.00,,27.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,14d2670e
402,Jason Mbock,fr FRA,FW,Angers,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,890bc029
403,Moustapha Mbow,sn SEN,DF,Reims,21,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3f3a2cba
404,Nathanael Mbuku,fr FRA,FWMF,Reims,19,2002,15.8,2,33,13,39.4,2.09,0.83,0.06,0.15,18.8,0,0,0,3.0,3.0,0.09,-1.0,-1.0,Matches,46750e9c
405,Facundo Medina,ar ARG,DF,Lens,22,1999,28.8,1,9,2,22.2,0.31,0.07,0.11,0.50,9.9,0,0,0,1.4,1.4,0.16,-0.4,-0.4,Matches,6f5ec8bb
