,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Receiving,Receiving,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
354,Dimitri Liénard,fr FRA,DFMF,Strasbourg,33,1988,22.7,1633,50,352,729,568,24,1633,10,17,58.8,30,9,965,80,Matches,f7691f63
355,Isaac Lihadji,fr FRA,MFFW,Lille,19,2002,2.6,125,1,12,55,61,4,125,7,15,46.7,9,11,93,16,Matches,57a46f3f
356,Pol Lirola,es ESP,DFFW,Marseille,23,1997,19.7,1273,30,243,582,463,60,1273,25,46,54.3,38,17,884,112,Matches,ff800ed8
357,Banzouzi Locko,fr FRA,MFDF,Reims,19,2002,11.2,577,23,175,276,140,8,577,15,22,68.2,13,22,318,27,Matches,40221fa7
358,Anthony Lopes,pt POR,GK,Lyon,30,1990,33.1,1211,1013,1200,11,0,0,1211,0,0,,1,0,608,0,Matches,f00de885
359,Pau López,es ESP,GK,Marseille,26,1994,29.0,1384,801,1323,63,0,0,1384,0,0,,1,0,840,0,Matches,20b9f052
360,Dion Lopy,sn SEN,MF,Reims,19,2002,18.2,824,37,224,478,143,17,824,18,30,60.0,38,27,529,29,Matches,64c14d49
361,Samuel Loric,fr FRA,DF,Lorient,21,2000,3.0,170,9,49,65,57,2,170,3,11,27.3,5,1,82,11,Matches,9004f318
362,Jordan Lotomba,ch SUI,DF,Nice,22,1998,19.8,1168,50,315,535,335,25,1168,22,41,53.7,30,17,718,41,Matches,fc4cf6a7
363,Johaneko Louisjean,fr FRA,DF,Bordeaux,17,2004,0.1,9,1,3,5,1,1,9,0,0,,1,1,7,2,Matches,9af3613f
364,Jean Lucas,br BRA,MF,Monaco,23,1998,16.1,1010,12,141,551,333,34,1010,28,43,65.1,45,24,703,53,Matches,a99138af
365,Castello Lukeba,fr FRA,DF,Lyon,18,2002,23.3,1875,147,872,983,35,12,1875,13,14,92.9,16,6,1342,1,Matches,5b9512c5
366,Levi Lumeka,eng ENG,MFFW,Troyes,22,1998,0.7,23,2,9,5,11,2,23,2,3,66.7,4,1,18,3,Matches,199ff86e
367,Yannis M'Bemba,fr FRA,DFFW,Nantes,20,2001,0.1,8,1,3,2,3,2,8,0,0,,1,0,5,0,Matches,080de72a
368,Deiver Machado,co COL,DFMF,Lens,27,1993,5.8,325,17,86,137,105,10,325,8,16,50.0,12,9,183,16,Matches,b3f8bdef
369,Yvann Macon,fr FRA,DF,Saint-Étienne,22,1998,17.0,1180,40,330,589,280,9,1180,19,49,38.8,40,13,683,36,Matches,0bb6e193
370,Louis Mafouta,cf CTA,FW,Metz,27,1994,5.8,189,5,18,107,65,13,189,2,4,50.0,23,6,151,33,Matches,bec3d251
371,Hugo Magnetti,fr FRA,MF,Brest,23,1998,16.3,858,29,205,525,143,11,858,14,25,56.0,26,14,501,10,Matches,d4d35152
372,Yohann Magnin,fr FRA,MFDF,Clermont Foot,24,1997,19.1,1118,57,347,602,178,31,1118,8,15,53.3,27,14,753,35,Matches,caa7aaea
373,Habib Maïga,ci CIV,MF,Metz,25,1996,14.1,728,34,189,408,140,13,728,13,16,81.3,19,20,436,19,Matches,e768de1f
374,Josh Maja,ng NGA,FW,Bordeaux,22,1998,0.1,8,0,0,4,4,1,8,0,0,,3,0,4,1,Matches,bc0bfc64
375,Abdul Majeed Waris,gh GHA,FWMF,Strasbourg,29,1991,3.6,169,1,16,69,88,15,169,12,18,66.7,10,4,140,25,Matches,46907171
376,Lovro Majer,hr CRO,MFFW,Rennes,23,1998,20.4,1286,16,144,616,553,62,1286,29,56,51.8,47,27,927,103,Matches,fc46aab1
377,Béni Makouana,cg CGO,FWMF,Montpellier,18,2002,3.6,123,4,15,45,63,16,123,2,6,33.3,15,7,88,23,Matches,654f49ca
378,Hianga Mananga Mbock,fr FRA,MF,Brest,21,1999,8.9,341,8,67,218,59,6,341,10,14,71.4,6,9,218,14,Matches,0f86995c
379,Vincent Manceau,fr FRA,DF,Angers,32,1989,26.2,1809,132,911,845,66,3,1809,3,4,75.0,12,6,1286,9,Matches,c26a3918
380,Steve Mandanda,fr FRA,GK,Marseille,36,1985,9.0,417,255,413,4,0,0,417,0,0,,0,0,244,0,Matches,1d2d5cc8
381,Reinildo Mandava,mz MOZ,DF,Lille,27,1994,16.9,1146,65,367,582,209,17,1146,14,27,51.9,16,9,662,41,Matches,c20bdcd7
382,Anthony Mandrea,dz ALG,GK,Angers,24,1996,10.0,305,275,304,1,0,0,305,0,0,,0,0,83,0,Matches,f7d3a773
383,Eliaquim Mangala,fr FRA,DF,Saint-Étienne,30,1991,13.1,719,90,355,351,14,6,719,4,4,100.0,10,3,441,1,Matches,f520049f
384,Thomas Mangani,fr FRA,MF,Angers,34,1987,24.4,1713,62,410,1022,299,18,1707,4,8,50.0,21,13,1051,26,Matches,c801616a
385,Ricardo Mangas,pt POR,DF,Bordeaux,23,1998,26.1,1287,85,459,534,313,43,1287,21,43,48.8,34,13,713,64,Matches,eef2d8ce
386,Myziane Maolida,fr FRA,MF,Nice,22,1999,0.4,13,0,2,7,4,1,13,2,3,66.7,1,0,6,1,Matches,706a60e1
387,Sekou Mara,fr FRA,FWMF,Bordeaux,19,2002,10.1,334,6,24,163,152,45,333,10,31,32.3,35,16,227,43,Matches,3544641e
388,Marcelo,br BRA,DF,Bordeaux,34,1987,10.0,769,91,402,356,15,11,769,2,2,100.0,8,1,525,1,Matches,e3d0b0c4
389,Marcelo,br BRA,DF,Lyon,34,1987,2.0,195,17,69,122,4,4,195,1,1,100.0,0,1,134,1,Matches,e3d0b0c4
390,Guillermo Maripán,cl CHI,DF,Monaco,27,1994,20.4,1537,153,753,751,41,17,1537,4,5,80.0,10,1,1082,1,Matches,d9764034
391,Marquinhos,br BRA,DF,Paris S-G,27,1994,31.8,2661,343,1133,1408,131,33,2661,4,6,66.7,10,4,2045,6,Matches,d5f2f82b
392,Jonas Martin,fr FRA,MF,Rennes,31,1990,23.4,1868,56,371,1317,190,21,1868,8,11,72.7,18,10,1382,14,Matches,468fdbad
393,Gelson Martins,pt POR,MFFW,Monaco,26,1995,21.2,962,12,91,391,499,96,962,62,113,54.9,77,23,671,140,Matches,3ef0fa48
394,Pape Matar Sarr,sn SEN,MF,Metz,18,2002,23.7,1291,39,279,792,250,14,1291,30,55,54.5,46,25,849,39,Matches,feb5d972
395,Eliot Matazo,be BEL,MF,Monaco,19,2002,8.8,480,14,77,337,70,5,480,9,17,52.9,13,5,322,10,Matches,15944afd
396,Chrislain Matsima,fr FRA,DF,Monaco,19,2002,1.5,104,16,51,49,4,1,104,0,0,,2,1,61,0,Matches,cf1ef7ec
397,Azor Matusiwa,nl NED,MF,Reims,23,1998,27.4,1471,75,470,867,152,5,1471,14,17,82.4,27,9,852,14,Matches,a17a94d6
398,Stephy Mavididi,eng ENG,FWMF,Montpellier,23,1998,25.5,885,17,108,390,405,87,885,40,96,41.7,77,61,689,155,Matches,30144daa
399,Derek Mazou-Sacko,fr FRA,FWDF,Troyes,16,2004,0.0,3,1,1,0,2,0,3,0,0,,0,0,1,0,Matches,810edef9
400,Kylian Mbappé,fr FRA,FW,Paris S-G,22,1998,33.6,1880,17,48,628,1228,296,1876,111,204,54.4,112,57,1609,378,Matches,42fd9c7f
401,Amadou Mbengue,sn SEN,DFMF,Metz,19,2002,6.8,363,30,160,194,12,1,363,2,6,33.3,5,2,221,1,Matches,14d2670e
402,Jason Mbock,fr FRA,FW,Angers,21,1999,0.2,7,0,0,5,2,0,7,0,0,,0,1,6,3,Matches,890bc029
403,Moustapha Mbow,sn SEN,DF,Reims,21,2000,1.0,40,8,34,5,1,0,40,1,1,100.0,0,0,18,0,Matches,3f3a2cba
404,Nathanael Mbuku,fr FRA,FWMF,Reims,19,2002,15.8,542,12,68,258,228,36,542,26,42,61.9,37,25,374,67,Matches,46750e9c
405,Facundo Medina,ar ARG,DF,Lens,22,1999,28.8,2520,195,946,1486,111,21,2520,16,21,76.2,24,13,1832,12,Matches,6f5ec8bb
406,Farid El Melali,dz ALG,FW,Angers,24,1997,0.2,8,1,1,3,4,1,8,0,0,,0,1,1,0,Matches,d21e361a
407,Birger Meling,no NOR,DF,Rennes,26,1994,20.3,1289,54,353,621,322,16,1289,5,10,50.0,26,5,781,42,Matches,70c52749
408,Houboulang Mendes,fr FRA,DF,Lorient,23,1998,35.8,1834,156,719,821,304,28,1834,13,38,34.2,43,8,1032,38,Matches,1545cf15
409,Nuno Mendes,pt POR,DF,Paris S-G,19,2002,18.4,1337,45,303,667,387,23,1337,28,59,47.5,26,19,862,55,Matches,f20e4cc9
410,Pedro Mendes,pt POR,DF,Montpellier,30,1990,0.2,12,4,7,5,0,0,12,0,0,,0,0,6,0,Matches,6690ef25
411,Thiago Mendes,br BRA,MFDF,Lyon,29,1992,20.7,1774,92,542,1080,164,12,1774,4,8,50.0,18,14,1283,17,Matches,c6e5d20f
412,Arial Mendy,sn SEN,DFFW,Clermont Foot,26,1994,8.8,479,25,125,206,154,15,479,5,20,25.0,16,4,317,21,Matches,9f0f4b49
413,Batista Mendy,fr FRA,MFDF,Angers,21,2000,26.8,1475,74,545,784,161,12,1475,20,29,69.0,18,21,1005,23,Matches,e472a6f6
414,Gideon Mensah,gh GHA,DF,Bordeaux,23,1998,13.4,919,29,245,449,242,12,919,22,34,64.7,23,15,537,38,Matches,9bdd8118
415,Quentin Merlin,fr FRA,DFMF,Nantes,19,2002,21.4,1535,44,350,749,452,13,1535,18,29,62.1,26,10,915,48,Matches,0bfca6a1
416,Lionel Messi,ar ARG,FWMF,Paris S-G,34,1987,23.9,1874,1,69,958,861,102,1874,64,99,64.6,47,41,1654,113,Matches,d70ce98e
417,Mexer,mz MOZ,DF,Bordeaux,32,1988,13.6,811,108,470,328,19,4,811,3,5,60.0,6,4,517,0,Matches,ce492295
418,Edouard Michut,fr FRA,MF,Paris S-G,18,2003,0.8,64,1,13,36,15,2,64,0,1,0.0,1,1,54,1,Matches,fe6c1add
419,Georges Mikautadze,ge GEO,FW,Metz,20,2000,0.0,4,0,1,1,2,1,4,0,0,,0,0,3,1,Matches,4788cb6b
420,William Mikelbrencis,fr FRA,DF,Metz,17,2004,6.8,375,18,113,178,91,4,375,4,15,26.7,14,5,219,10,Matches,14df1d7f
421,Arkadiusz Milik,pl POL,FW,Marseille,27,1994,15.7,527,11,21,229,277,88,526,2,9,22.2,36,14,396,113,Matches,85613cf0
422,Terem Moffi,ng NGA,FW,Lorient,22,1999,30.1,866,31,71,421,386,136,864,33,63,52.4,100,43,632,148,Matches,065dc209
423,Dion Moise Sahi,ci CIV,FWMF,Strasbourg,19,2001,1.4,60,0,2,31,29,10,60,3,7,42.9,5,2,45,7,Matches,cdc4458b
424,Florent Mollet,fr FRA,FWMF,Montpellier,29,1991,29.2,1482,34,261,665,564,54,1482,15,42,35.7,61,30,1046,136,Matches,7e82a78f
425,Thomas Monconduit,fr FRA,MF,Lorient,30,1991,25.0,1540,77,351,947,266,10,1540,26,44,59.1,32,13,1023,24,Matches,84d94b91
426,Jérémy Morel,mg MAD,DF,Lorient,37,1984,6.7,365,49,195,159,14,3,365,2,4,50.0,4,2,221,1,Matches,e97150c0
427,Lebo Mothiba,za RSA,FWMF,Troyes,25,1996,5.8,187,2,15,102,74,20,186,2,5,40.0,20,8,147,38,Matches,3eaf8817
428,Lebo Mothiba,za RSA,FW,Strasbourg,25,1996,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,Matches,3eaf8817
429,Baptiste Mouazan,fr FRA,MF,Lorient,19,2001,1.1,44,1,8,23,13,1,44,0,0,,2,0,23,3,Matches,81ac108d
430,Aimen Moueffek,fr FRA,MF,Saint-Étienne,20,2001,4.8,287,6,46,190,59,3,287,8,18,44.4,13,6,202,12,Matches,2591b066
431,Harold Moukoudi,cm CMR,DF,Saint-Étienne,23,1997,18.5,1104,116,525,557,28,9,1104,9,11,81.8,7,4,716,1,Matches,5f26e0c5
432,Jessy Moulin,fr FRA,GK,Troyes,35,1986,7.0,260,233,260,0,0,0,260,0,0,,1,0,73,0,Matches,28a65a2c
433,Steve Mounié,bj BEN,FW,Brest,26,1994,25.7,1011,16,84,547,393,115,1009,8,25,32.0,89,22,790,106,Matches,19ba6c6d
434,Samuel Moutoussamy,cd COD,MF,Nantes,24,1996,16.8,860,38,191,525,147,15,860,10,20,50.0,22,8,542,15,Matches,af0c835b
435,Marshall Munetsi,zw ZIM,MFDF,Reims,25,1996,20.9,988,118,406,468,123,38,988,8,18,44.4,43,10,530,18,Matches,2acf0cd7
436,Junior Mwanga,fr FRA,DF,Bordeaux,18,2003,1.0,65,5,24,41,1,0,65,1,1,100.0,0,0,43,0,Matches,ee158be5
437,Kévin N'Doram,fr FRA,MF,Metz,25,1996,13.7,644,33,161,435,52,7,644,5,10,50.0,14,7,423,6,Matches,e50623a0
438,Eric N'Jo,fr FRA,DF,Troyes,17,2004,1.1,36,7,19,16,1,0,36,1,1,100.0,2,1,24,0,Matches,b85e57bb
439,Vital N'Simba,cd COD,DF,Clermont Foot,28,1993,31.0,2112,62,621,1015,514,20,2112,43,62,69.4,49,40,1336,64,Matches,249ac66d
440,Mickael Nade,fr FRA,DF,Saint-Étienne,22,1999,28.5,1514,138,696,788,46,8,1514,10,15,66.7,14,10,887,4,Matches,a6b6fa6e
441,Paul Nardi,fr FRA,GK,Lorient,27,1994,22.0,585,494,582,3,0,0,585,1,1,100.0,1,0,170,0,Matches,2d70dbe5
442,Keylor Navas,cr CRC,GK,Paris S-G,34,1986,20.6,586,538,584,2,0,0,586,0,0,,0,0,243,0,Matches,ecada4fc
443,Papa Ndiaga Yade,sn SEN,DFFW,Metz,21,2000,7.7,416,16,112,207,106,6,416,18,31,58.1,27,7,250,16,Matches,87e9c7cd
444,Tanguy Ndombele,fr FRA,MF,Lyon,24,1996,7.8,615,18,109,395,114,13,615,16,24,66.7,20,12,463,12,Matches,5cdddffa
445,Dan Ndoye,ch SUI,FWMF,Nice,20,2000,2.3,79,0,3,37,40,12,79,6,7,85.7,10,3,57,16,Matches,8e697a8f
446,Neymar,br BRA,FWMF,Paris S-G,29,1992,20.6,1610,7,113,722,798,95,1606,58,126,46.0,81,65,1379,197,Matches,69384e5d
447,Yvan Neyou,cm CMR,MF,Saint-Étienne,24,1997,10.4,612,24,161,390,69,1,612,7,11,63.6,10,8,402,14,Matches,0ad37003
448,Opa Nguette,sn SEN,FWMF,Metz,27,1994,11.6,445,20,71,194,187,36,445,25,48,52.1,56,39,324,54,Matches,75a63397
449,Sikou Niakaté,fr FRA,DF,Metz,22,1999,7.3,320,43,191,125,7,4,320,4,6,66.7,2,4,150,0,Matches,8eef18aa
450,Ibrahima Niane,sn SEN,FW,Metz,22,1999,17.6,603,18,56,295,260,59,602,9,21,42.9,63,15,451,86,Matches,46faabfa
451,M'Baye Niang,sn SEN,FW,Bordeaux,26,1994,8.6,293,5,13,147,134,42,293,5,15,33.3,38,15,222,55,Matches,2054d037
452,Cheikh Niasse,sn SEN,FWMF,Lille,21,2000,0.5,34,6,12,22,1,0,34,0,1,0.0,1,3,12,1,Matches,ff20acfe
453,Casimir Ninga,td CHA,FW,Angers,28,1993,4.5,143,0,7,78,66,17,143,6,13,46.2,27,11,94,28,Matches,91f2da4c
454,Arnaud Nordin,fr FRA,FWMF,Saint-Étienne,23,1998,20.8,843,5,97,346,413,79,843,27,60,45.0,66,29,586,103,Matches,7b9a9e25
455,Alexander Nübel,de GER,GK,Monaco,24,1996,38.0,1190,1020,1176,15,0,0,1190,0,0,,1,0,481,0,Matches,afb0c500
456,Gerzino Nyamsi,fr FRA,DF,Strasbourg,24,1997,33.2,1732,239,873,810,58,46,1732,6,7,85.7,19,7,1116,3,Matches,6043997c
457,Florent Ogier,fr FRA,DF,Clermont Foot,32,1989,27.0,1756,205,1052,679,36,17,1756,3,4,75.0,9,0,1169,2,Matches,6993927b
458,Warmed Omari,fr FRA,DF,Rennes,21,2000,31.1,2222,187,939,1246,49,16,2222,5,6,83.3,18,8,1655,3,Matches,4534a352
459,Jonas Omlin,ch SUI,GK,Montpellier,27,1994,28.7,1164,1003,1157,8,0,0,1164,1,1,100.0,1,1,469,0,Matches,c631f952
460,Amadou Onana,be BEL,MF,Lille,19,2001,15.1,798,31,171,508,132,20,798,13,21,61.9,18,9,508,21,Matches,828657ff
461,Jean Onana,cm CMR,MF,Bordeaux,21,2000,20.4,1346,41,325,842,194,14,1346,17,23,73.9,45,21,873,37,Matches,b5bb8188
462,Otávio,br BRA,MF,Bordeaux,27,1994,12.7,811,24,198,566,56,1,811,6,10,60.0,9,3,578,5,Matches,243f4a0b
463,Dango Ouattara,bf BFA,MFFW,Lorient,19,2002,9.0,409,18,84,173,159,41,409,9,21,42.9,20,9,248,50,Matches,2f9e4435
464,Remi Oudin,fr FRA,MFFW,Bordeaux,24,1996,19.3,891,33,195,388,318,44,891,19,30,63.3,31,14,530,74,Matches,ea02beaf
465,Alexandre Oukidja,dz ALG,GK,Metz,33,1988,20.8,658,558,652,7,0,0,658,0,0,,1,1,152,0,Matches,ae7d0ecd
466,Azzedine Ounahi,ma MAR,MF,Angers,21,2000,18.1,1135,19,193,660,300,26,1135,26,56,46.4,52,33,865,62,Matches,83299cc0
467,Ambroise Oyongo,cm CMR,DF,Montpellier,30,1991,7.3,427,29,134,180,116,8,427,4,4,100.0,11,4,247,16,Matches,e3e05edf
468,Vincent Pajot,fr FRA,MF,Metz,30,1990,25.7,1367,54,339,897,153,10,1367,13,19,68.4,30,7,838,22,Matches,f86ca403
469,Nicolas Pallois,fr FRA,DF,Nantes,33,1987,27.2,1418,159,662,718,54,16,1418,9,9,100.0,10,1,761,4,Matches,779847d6
470,Erik Palmer-Brown,us USA,DF,Troyes,24,1997,19.3,859,177,541,306,18,6,859,4,7,57.1,9,5,471,1,Matches,e5c1e0ca
471,Emerson Palmieri,it ITA,DF,Lyon,26,1994,25.2,2075,89,585,1045,465,36,2075,30,47,63.8,40,6,1372,56,Matches,e0bc6fdc
472,Lucas Paquetá,br BRA,MFFW,Lyon,23,1997,30.0,2026,35,217,1082,757,105,2025,81,118,68.6,111,78,1518,211,Matches,9b6f7fd5
473,Rubén Pardo,es ESP,MF,Bordeaux,28,1992,0.1,1,0,0,1,0,0,1,0,0,,0,0,1,0,Matches,2306bfde
474,Leandro Paredes,ar ARG,MF,Paris S-G,27,1994,9.3,997,37,253,665,84,2,997,6,7,85.7,5,2,798,4,Matches,dff153a4
475,Strahinja Pavlović,rs SRB,DF,Monaco,20,2001,5.0,466,24,175,268,26,6,466,3,3,100.0,6,1,336,2,Matches,25146df0
476,Dimitri Payet,fr FRA,FWMF,Marseille,34,1987,28.8,1840,1,87,738,1028,77,1833,29,54,53.7,43,34,1449,145,Matches,58ae47b2
477,Timothee Pembele,fr FRA,DF,Bordeaux,18,2002,15.7,850,29,203,375,293,51,850,41,81,50.6,65,20,453,62,Matches,f8ce97ca
478,Brayann Pereira,fr FRA,DFMF,Lens,18,2003,0.2,19,0,5,8,6,1,19,0,0,,0,0,15,2,Matches,5c42e7ce
479,Danilo Pereira,pt POR,MF,Paris S-G,29,1991,22.6,1745,60,380,1201,177,21,1745,7,14,50.0,18,6,1364,12,Matches,8fd9996f
480,Mathias Pereira Lage,pt POR,DF,Angers,24,1996,11.6,672,29,165,327,192,19,672,13,20,65.0,21,8,359,41,Matches,8846a40f
481,Luan Peres Petroni,br BRA,DF,Marseille,27,1994,29.8,2229,99,651,1277,315,15,2229,13,18,72.2,26,12,1532,23,Matches,a5549ec1
482,Lucas Perrin,fr FRA,DF,Strasbourg,22,1998,27.8,1693,110,602,1007,98,13,1693,6,10,60.0,15,5,1109,4,Matches,49070d66
483,Danijel Petković,me MNE,GK,Angers,28,1993,15.0,498,463,498,0,0,0,498,0,0,,1,0,184,0,Matches,b98cea65
484,Léo Pétrot,fr FRA,DF,Lorient,24,1997,20.2,1148,156,650,481,22,9,1148,1,2,50.0,9,2,748,2,Matches,00638016
485,Romain Philippoteaux,fr FRA,MF,Brest,33,1988,0.3,9,0,0,5,4,0,9,0,0,,2,0,6,0,Matches,f98b15f0
486,Jérôme Phojo,fr FRA,DF,Clermont Foot,28,1993,0.1,5,1,2,2,1,0,5,0,0,,0,0,1,0,Matches,ff44d058
487,Jérémy Pied,fr FRA,DFFW,Lille,32,1989,0.1,25,1,3,7,15,1,25,0,0,,0,0,17,2,Matches,a634b9d2
488,Ronaël Pierre-Gabriel,fr FRA,DF,Brest,23,1998,28.3,1723,100,524,816,402,25,1723,33,56,58.9,30,20,963,36,Matches,64ba07c0
489,Julian Pollersbeck,de GER,GK,Lyon,26,1994,4.8,186,160,186,0,0,0,186,0,0,,0,0,99,0,Matches,d6f6ce93
490,Gaëtan Poussin,fr FRA,GK,Bordeaux,22,1999,13.0,529,431,525,4,0,0,529,0,0,,1,0,222,0,Matches,c252c705
491,Sanjin Prcić,ba BIH,MF,Strasbourg,27,1993,24.3,1628,45,360,954,325,10,1628,8,15,53.3,20,9,1064,18,Matches,51c30111
492,Nicolas de Préville,fr FRA,FWMF,Metz,30,1991,21.9,851,14,92,442,343,48,851,45,80,56.3,78,51,598,103,Matches,b0547a87
493,Nemanja Radonjić,rs SRB,FW,Marseille,25,1996,0.2,14,0,2,4,8,1,14,1,3,33.3,1,0,13,4,Matches,0630eb63
494,Rafinha,br BRA,FWMF,Paris S-G,28,1993,2.4,228,1,13,135,82,4,228,6,9,66.7,5,2,176,10,Matches,0c2ac3cb
495,Predrag Rajković,rs SRB,GK,Reims,25,1995,38.0,1369,1144,1355,12,3,1,1369,1,1,100.0,3,0,525,1,Matches,58ad9383
496,Adil Rami,fr FRA,DF,Troyes,35,1985,13.0,623,93,378,218,29,11,623,3,5,60.0,9,3,410,0,Matches,8dbff17c
497,Sergio Ramos,es ESP,DF,Paris S-G,35,1986,8.9,898,90,353,505,45,11,898,4,4,100.0,2,1,725,2,Matches,08511d65
498,Elba Rashani,xk KVX,FWMF,Clermont Foot,28,1993,19.5,821,32,152,363,319,62,821,19,35,54.3,53,30,540,86,Matches,25749008
499,Jeff Reine-Adélaïde,fr FRA,MFDF,Lyon,23,1998,2.2,190,5,33,115,42,9,190,5,11,45.5,2,5,149,15,Matches,d504b3e1
500,Tiago Ribeiro,pt POR,FW,Monaco,19,2002,0.0,2,0,0,1,1,0,2,0,0,,0,0,2,0,Matches,507d7569
501,Sergio Rico,es ESP,GK,Paris S-G,27,1993,0.3,10,9,10,0,0,0,10,0,0,,0,0,4,0,Matches,5f0241b2
502,Renaud Ripart,fr FRA,MFFW,Troyes,28,1993,21.0,940,32,157,452,344,60,940,23,48,47.9,53,35,680,117,Matches,beae3a73
503,Mihailo Ristić,rs SRB,DF,Montpellier,25,1995,20.0,1259,79,408,583,285,16,1259,28,41,68.3,28,20,706,46,Matches,ea0aa7e0
504,Maxence Rivera,fr FRA,FW,Saint-Étienne,19,2002,0.1,2,0,2,0,0,0,2,0,0,,0,0,1,0,Matches,46a7b605
505,Patrick Roberts,eng ENG,MF,Troyes,24,1997,0.2,10,0,1,5,4,1,10,0,0,,2,1,6,0,Matches,59d93937
506,Stian Rode Gregersen,no NOR,DF,Bordeaux,26,1995,21.7,1158,167,678,429,59,13,1158,5,7,71.4,8,7,704,6,Matches,5f011e05
507,Gerson Rodrigues,lu LUX,FWMF,Troyes,26,1995,9.4,360,2,27,188,151,24,360,8,30,26.7,46,36,278,55,Matches,3814b753
508,Valentin Rongier,fr FRA,MFDF,Marseille,26,1994,24.4,2173,35,454,1318,427,26,2173,30,47,63.8,28,15,1607,50,Matches,ed45c4a5
509,Pablo Rosario,nl NED,MF,Nice,24,1997,30.3,1993,72,354,1361,291,15,1993,19,30,63.3,35,19,1434,21,Matches,1a6b7ea4
510,Roli Pereira de Sa,fr FRA,MF,Nantes,24,1996,6.4,329,4,49,197,88,11,329,15,17,88.2,9,7,206,14,Matches,60f58477
511,Mathys Saban,fr FRA,FWMF,Saint-Étienne,19,2002,0.8,26,0,4,6,16,2,26,1,2,50.0,7,3,21,7,Matches,7d9f3d69
512,Falaye Sacko,ml MLI,DF,Saint-Étienne,26,1995,7.4,495,28,206,250,42,2,495,0,0,,8,1,316,2,Matches,6388e356
513,Rafiki Said Ahamada,fr FRA,MFFW,Brest,21,2000,1.4,86,0,9,31,49,9,86,6,13,46.2,7,6,60,12,Matches,c2e5f306
514,Wesley Saïd,fr FRA,FWMF,Lens,26,1995,7.3,300,0,8,166,130,36,300,10,13,76.9,18,6,247,45,Matches,90fcf472
515,Mamadou Sakho,fr FRA,DF,Montpellier,31,1990,28.6,1879,305,1084,783,17,8,1879,4,5,80.0,19,5,1195,1,Matches,87935cf3
516,Bakary Sako,ml MLI,FWMF,Saint-Étienne,33,1988,1.7,66,1,4,34,30,5,66,3,4,75.0,10,3,47,9,Matches,381d7d54
517,William Saliba,fr FRA,DF,Marseille,20,2001,36.0,3352,220,1257,1956,154,37,3352,31,41,75.6,25,16,2591,11,Matches,972aeb2a
518,Romain Salin,fr FRA,GK,Rennes,37,1984,1.0,33,23,30,3,0,0,33,0,0,,0,0,20,0,Matches,74733221
519,Yoann Salmier,gf GUF,DF,Troyes,28,1992,29.6,1618,155,841,689,110,13,1618,13,17,76.5,12,12,911,6,Matches,c3725db2
520,Mama Samba Baldé,gw GNB,MFFW,Troyes,25,1995,19.1,725,16,86,335,324,73,724,34,78,43.6,89,39,513,121,Matches,fb14aa28
521,Junior Sambia,fr FRA,DFFW,Montpellier,24,1996,17.0,915,58,247,413,269,20,915,26,46,56.5,32,19,543,61,Matches,24eb7ed6
522,Renato Sanches,pt POR,MFFW,Lille,23,1997,18.3,1373,16,208,810,376,25,1373,43,61,70.5,42,30,1048,43,Matches,032f894e
523,Philippe Sandler,nl NED,DF,Troyes,24,1997,0.8,41,11,30,9,2,0,41,0,0,,0,0,23,0,Matches,60740e70
524,Baptiste Santamaria,fr FRA,MFDF,Rennes,26,1995,28.0,1845,79,466,1126,269,32,1845,18,39,46.2,32,18,1278,30,Matches,5e22e2a4
525,Pablo Sarabia,es ESP,FW,Paris S-G,29,1992,0.2,24,0,0,9,15,1,24,1,1,100.0,2,0,21,0,Matches,9744ff80
526,Martin Satriano,uy URU,FW,Brest,20,2001,10.4,272,5,27,128,118,35,272,9,17,52.9,27,13,193,43,Matches,86383d0e
527,Téji Savanier,fr FRA,MF,Montpellier,29,1991,26.8,1978,28,287,1054,675,54,1974,76,116,65.5,84,36,1332,90,Matches,6bde367b
528,Morgan Schneiderlin,fr FRA,MF,Nice,31,1989,7.2,481,28,124,308,53,4,481,4,4,100.0,7,5,303,5,Matches,51b41c5c
529,Alidu Seidu,gh GHA,DF,Clermont Foot,21,2000,15.7,837,82,421,374,56,9,837,9,15,60.0,9,12,477,7,Matches,cea59f02
530,Matz Sels,be BEL,GK,Strasbourg,29,1992,37.0,1031,907,1026,2,3,3,1031,0,0,,1,0,435,0,Matches,834b5c4c
531,Xherdan Shaqiri,ch SUI,FWMF,Lyon,29,1991,7.5,388,3,41,158,193,17,388,6,9,66.7,9,11,296,51,Matches,6421ec64
532,Mahame Siby,ml MLI,DF,Strasbourg,25,1996,0.2,6,1,6,0,0,0,6,0,0,,0,0,2,0,Matches,6d075c67
533,Aboubakar Sidibé,fr FRA,DF,Clermont Foot,25,1996,0.1,5,0,0,3,2,0,5,0,0,,0,0,5,2,Matches,ae5b93a0
534,Djibril Sidibé,fr FRA,DF,Monaco,29,1992,10.5,840,25,194,476,178,7,840,4,9,44.4,12,7,543,26,Matches,4c5b714f
