,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
1,Yunis Abdelhamid,ma MAR,DF,Reims,33,1987,34,34,2983,33.1,2,0,2,0,0,5,1,0.06,0.00,0.06,0.06,0.06,1.5,1.5,0.9,2.4,0.04,0.03,0.07,0.04,0.07,Matches,32c2d95f
2,Salis Abdul Samed,gh GHA,MF,Clermont Foot,21,2000,31,29,2462,27.4,1,0,1,0,0,12,3,0.04,0.00,0.04,0.04,0.04,1.1,1.1,1.0,2.0,0.04,0.04,0.07,0.04,0.07,Matches,82464ce3
3,Laurent Abergel,fr FRA,MF,Lorient,28,1993,34,34,2956,32.8,0,2,0,0,0,9,0,0.00,0.06,0.06,0.00,0.06,2.1,2.1,4.4,6.4,0.06,0.13,0.20,0.06,0.20,Matches,31626657
4,Charles Abi,fr FRA,FW,Saint-Étienne,21,2000,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,469d3d84
5,Matthis Abline,fr FRA,FW,Rennes,18,2003,7,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.49,0.00,0.49,0.49,0.49,Matches,0e46fa2f
6,Mohamed Achi,fr FRA,MF,Nantes,19,2002,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,1e93fc5d
7,Martin Adeline,fr FRA,MFFW,Reims,17,2003,8,2,352,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.09,0.11,0.20,0.09,0.20,Matches,7587446d
8,Yacine Adli,fr FRA,MFFW,Bordeaux,21,2000,36,25,2260,25.1,1,7,1,0,0,5,0,0.04,0.28,0.32,0.04,0.32,2.3,2.3,6.2,8.6,0.09,0.25,0.34,0.09,0.34,Matches,26777636
9,Lucien Agoume,fr FRA,MF,Brest,19,2002,27,21,1868,20.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.3,1.2,0.9,2.1,0.06,0.05,0.11,0.06,0.10,Matches,8bc8829a
10,Nayef Aguerd,ma MAR,DF,Rennes,25,1996,31,31,2735,30.4,2,2,2,0,0,3,1,0.07,0.07,0.13,0.07,0.13,2.5,2.5,0.3,2.9,0.08,0.01,0.10,0.08,0.10,Matches,288e1e13
11,Ruben Aguilar,fr FRA,DF,Monaco,28,1993,28,22,2140,23.8,0,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,1.6,2.1,0.02,0.07,0.09,0.02,0.09,Matches,3dd738a1
12,Anel Ahmedhodzic,ba BIH,DF,Bordeaux,22,1999,15,15,1350,15.0,0,1,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,1.0,1.5,0.03,0.07,0.10,0.03,0.10,Matches,eab957a3
13,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,27,1994,25,11,1004,11.2,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,2.2,2.2,0.9,3.1,0.19,0.08,0.28,0.19,0.28,Matches,48b28bfd
14,Ludovic Ajorque,re REU,FW,Strasbourg,27,1994,36,31,2738,30.4,12,8,9,3,3,5,1,0.39,0.26,0.66,0.30,0.56,11.1,8.7,7.7,16.4,0.36,0.25,0.62,0.29,0.54,Matches,462475ed
15,Maghnes Akliouche,fr FRA,MFFW,Monaco,19,2002,7,0,54,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.16,0.07,0.23,0.16,0.23,Matches,b625b241
16,Sofiane Alakouch,ma MAR,DFMF,Metz,23,1998,4,0,158,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.02,0.04,0.02,0.04,Matches,5314e067
17,Josué Albert,gf GUF,DF,Clermont Foot,29,1992,2,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.25,0.00,0.25,0.25,0.25,Matches,3d738df0
18,Doğan Alemdar,tr TUR,GK,Rennes,18,2002,12,12,1080,12.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9e17ccff
19,Mohamed Ali Cho,fr FRA,FW,Angers,17,2004,32,21,1837,20.4,4,1,4,0,0,6,2,0.20,0.05,0.24,0.20,0.24,6.6,6.6,2.6,9.1,0.32,0.13,0.45,0.32,0.45,Matches,f8405304
20,Jim Allevinah,ga GAB,FW,Clermont Foot,26,1995,30,13,1488,16.5,1,2,1,0,0,1,0,0.06,0.12,0.18,0.06,0.18,3.5,3.5,1.9,5.4,0.21,0.12,0.33,0.21,0.33,Matches,1956b948
21,Ibrahim Amadou,fr FRA,DFMF,Metz,28,1993,10,10,812,9.0,1,0,1,0,0,4,0,0.11,0.00,0.11,0.11,0.11,0.4,0.4,0.1,0.5,0.05,0.01,0.06,0.05,0.06,Matches,9260926b
22,Jordan Amavi,fr FRA,DF,Nice,27,1994,8,4,413,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches,22721b88
23,Jordan Amavi,fr FRA,DFFW,Marseille,27,1994,2,2,128,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches,22721b88
24,Benjamin André,fr FRA,MF,Lille,30,1990,33,33,2752,30.6,2,1,2,0,0,12,1,0.07,0.03,0.10,0.07,0.10,1.6,1.6,1.4,3.0,0.05,0.05,0.10,0.05,0.10,Matches,ef9c1c95
25,Houssem Aouar,fr FRA,MFFW,Lyon,23,1998,36,29,2504,27.8,6,4,6,0,0,1,0,0.22,0.14,0.36,0.22,0.36,8.9,8.9,5.9,14.8,0.32,0.21,0.53,0.32,0.53,Matches,a5db0bec
26,Adil Aouchiche,fr FRA,MFFW,Saint-Étienne,19,2002,35,11,1081,12.0,0,4,0,0,0,2,0,0.00,0.33,0.33,0.00,0.33,1.4,1.4,1.7,3.1,0.12,0.14,0.26,0.12,0.26,Matches,b94b8be1
27,Dennis Appiah,fr FRA,DF,Nantes,29,1992,32,22,2099,23.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.00,0.01,0.01,0.00,0.01,Matches,feb5d3ab
28,Lorenz Assignon,tg TOG,DF,Rennes,21,2000,20,5,616,6.8,0,2,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,0.8,0.8,1.4,2.2,0.12,0.20,0.32,0.12,0.32,Matches,b026bbf6
29,Youcef Atal,dz ALG,DF,Nice,25,1996,17,13,1140,12.7,2,1,2,0,0,4,0,0.16,0.08,0.24,0.16,0.24,1.1,1.1,1.7,2.7,0.08,0.13,0.22,0.08,0.22,Matches,6a827d8e
30,Jean-Kévin Augustin,fr FRA,FWMF,Nantes,24,1997,7,0,84,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.18,0.00,0.18,0.18,0.18,Matches,97bfa797
31,Karim Azamoum,fr FRA,DF,Troyes,31,1990,7,4,388,4.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Matches,eaf71a5e
32,Loïc Bade,fr FRA,DF,Rennes,21,2000,14,11,985,10.9,0,1,0,0,0,3,1,0.00,0.09,0.09,0.00,0.09,0.5,0.5,0.7,1.1,0.04,0.06,0.10,0.04,0.10,Matches,114bbdee
33,Benoît Badiashile,fr FRA,DF,Monaco,20,2001,24,21,1838,20.4,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.9,1.9,0.5,2.4,0.09,0.03,0.12,0.09,0.12,Matches,06df8256
34,Youssouph Badji,sn SEN,FWMF,Brest,19,2001,9,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.13,0.05,0.18,0.13,0.18,Matches,6a2b9aee
35,Stéphane Bahoken,cm CMR,FW,Angers,29,1992,29,12,1099,12.2,3,1,3,0,0,0,0,0.25,0.08,0.33,0.25,0.33,4.0,4.0,1.0,5.0,0.33,0.08,0.41,0.33,0.41,Matches,5046b7d4
36,Dénys Bain,fr FRA,DF,Brest,28,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5065d67d
37,Stefan Bajic,fr FRA,GK,Saint-Étienne,19,2001,7,4,510,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,be13e5a8
38,Cédric Bakambu,cd COD,FW,Marseille,30,1991,12,5,356,4.0,4,0,4,0,0,1,0,1.01,0.00,1.01,1.01,1.01,2.8,2.8,0.9,3.7,0.71,0.22,0.93,0.71,0.93,Matches,0af4dcf0
39,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,18,2002,4,4,307,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ee95585f
40,Dilane Bakwa,fr FRA,FWMF,Bordeaux,18,2002,5,0,43,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.31,0.00,0.31,0.31,0.31,Matches,2b5a35e5
41,Ibrahima Baldé,fr FRA,FWMF,Lens,18,2003,4,0,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches,a30cb0d4
42,Leonardo Balerdi,ar ARG,DF,Marseille,22,1999,17,10,950,10.6,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,7c3ed041
43,Abdoulaye Bamba,ci CIV,DFFW,Angers,31,1990,10,4,458,5.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches,7fecbcdb
44,Jonathan Bamba,fr FRA,MFFW,Lille,25,1996,31,28,2428,27.0,1,2,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11,3.9,3.9,4.3,8.2,0.15,0.16,0.31,0.15,0.31,Matches,b2bd0f6c
45,Simon Banza,fr FRA,FW,Lens,24,1996,4,1,124,1.4,1,1,1,0,0,0,0,0.73,0.73,1.45,0.73,1.45,1.1,1.1,0.5,1.6,0.79,0.34,1.13,0.79,1.13,Matches,be47b750
46,Danilo Barbosa,br BRA,DF,Nice,25,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0557ff4f
47,Bradley Barcola,fr FRA,FWMF,Lyon,18,2002,11,2,263,2.9,0,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.5,0.5,0.8,1.3,0.18,0.28,0.45,0.18,0.45,Matches,a0d55a09
48,Melvin Bard,fr FRA,DF,Nice,20,2000,33,30,2589,28.8,2,2,2,0,0,3,0,0.07,0.07,0.14,0.07,0.14,0.9,0.9,3.0,3.9,0.03,0.10,0.14,0.03,0.14,Matches,1ddbc7ca
49,Toma Bašić,hr CRO,MF,Bordeaux,24,1996,3,3,209,2.3,0,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.1,0.1,0.5,0.6,0.03,0.21,0.25,0.03,0.25,Matches,80556f08
50,Amine Bassi,fr FRA,MFFW,Metz,23,1997,5,2,184,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.6,0.08,0.23,0.31,0.08,0.31,Matches,ced1d98f
51,Paul Baysse,fr FRA,MFDF,Bordeaux,33,1988,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2515040a
52,Youcef Belaïli,dz ALG,MFFW,Brest,29,1992,13,11,825,9.2,3,2,3,0,1,2,0,0.33,0.22,0.55,0.33,0.55,3.2,2.3,3.0,5.3,0.35,0.33,0.68,0.25,0.58,Matches,1a248246
53,Haris Belkebla,dz ALG,MF,Brest,27,1994,31,26,2310,25.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.0,1.2,0.01,0.04,0.05,0.01,0.05,Matches,2b1bed19
54,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,23,1998,36,26,2332,25.9,2,3,2,0,0,5,0,0.08,0.12,0.19,0.08,0.19,2.9,2.9,3.5,6.4,0.11,0.14,0.25,0.11,0.25,Matches,10f0fdd3
55,Jeanöel Belocian,fr FRA,DF,Rennes,16,2005,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c678ddd7
56,Hatem Ben Arfa,fr FRA,FWMF,Lille,34,1987,7,4,314,3.5,0,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,0.3,0.3,0.8,1.1,0.08,0.24,0.32,0.08,0.32,Matches,74dc806c
57,Salim Ben Seghir,fr FRA,MF,Marseille,18,2003,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,1f6298f2
58,Wissam Ben Yedder,fr FRA,FW,Monaco,30,1990,37,29,2529,28.1,25,5,17,8,8,3,0,0.89,0.18,1.07,0.60,0.78,20.2,13.9,5.0,18.9,0.72,0.18,0.90,0.49,0.67,Matches,942b4f90
59,Darío Benedetto,ar ARG,FWMF,Marseille,31,1990,2,0,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.59,0.09,0.68,0.59,0.68,Matches,bef0a7ac
60,Walter Benítez,ar ARG,GK,Nice,28,1993,37,37,3330,37.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8a2248b4
61,Loris Benito,ch SUI,DF,Bordeaux,29,1992,1,1,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f5b6fb78
62,Nabil Bentaleb,dz ALG,MF,Angers,26,1994,18,18,1515,16.8,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,1.0,0.05,0.01,0.06,0.05,0.06,Matches,3189f61a
63,Patrick Berg,no NOR,MF,Lens,23,1997,14,2,307,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Matches,e4114f5d
64,Mitchell van Bergen,nl NED,FWMF,Reims,21,1999,20,11,983,10.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,1.5,2.8,0.12,0.13,0.26,0.12,0.26,Matches,0b2c9aec
65,Valon Berisha,xk KVX,MFFW,Reims,28,1993,13,5,455,5.1,0,1,0,0,0,2,1,0.00,0.20,0.20,0.00,0.20,0.3,0.3,0.7,1.0,0.05,0.15,0.20,0.05,0.20,Matches,d5575935
66,Paul Bernardoni,fr FRA,GK,Angers,24,1997,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,28dabd43
67,Paul Bernardoni,fr FRA,GK,Saint-Étienne,24,1997,19,19,1710,19.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,28dabd43
68,Juan Bernat,es ESP,DFMF,Paris S-G,28,1993,15,12,958,10.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.9,0.02,0.07,0.09,0.02,0.09,Matches,433dc9a2
69,Dimitry Bertaud,fr FRA,GK,Montpellier,23,1998,11,9,833,9.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,380a15e2
70,Jason Berthomier,fr FRA,MF,Clermont Foot,31,1990,29,22,1732,19.2,1,5,1,0,0,0,0,0.05,0.26,0.31,0.05,0.31,1.8,1.8,4.4,6.3,0.10,0.23,0.33,0.10,0.33,Matches,03e91055
71,Giulian Biancone,fr FRA,DFMF,Troyes,21,2000,33,26,2292,25.5,1,2,1,0,0,10,0,0.04,0.08,0.12,0.04,0.12,2.2,2.2,1.2,3.4,0.09,0.05,0.13,0.09,0.13,Matches,de40e38c
72,El Bilal Touré,ml MLI,FW,Reims,19,2001,21,15,1194,13.3,2,4,1,1,1,2,0,0.15,0.30,0.45,0.08,0.38,4.7,3.9,2.0,5.9,0.35,0.15,0.51,0.29,0.45,Matches,47c609d5
73,Jean-Claude Billong,cm CMR,DF,Clermont Foot,27,1993,15,10,980,10.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.02,0.02,0.02,Matches,a3e1d20d
74,Nathan Bitu Mazala,fr FRA,DF,Paris S-G,18,2002,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0f697e02
75,Marco Bizot,nl NED,GK,Brest,30,1991,38,38,3420,38.0,0,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,3d214e5f
76,Ludovic Blas,fr FRA,MFFW,Nantes,23,1997,35,35,2961,32.9,10,5,5,5,5,10,0,0.30,0.15,0.46,0.15,0.30,12.1,8.2,4.7,12.9,0.37,0.14,0.51,0.25,0.39,Matches,6191093d
77,Myron Boadu,nl NED,FW,Monaco,20,2001,31,7,960,10.7,4,1,4,0,0,0,0,0.37,0.09,0.47,0.37,0.47,5.8,5.8,0.6,6.4,0.55,0.05,0.60,0.55,0.60,Matches,5b479568
78,Jérôme Boateng,de GER,DF,Lyon,32,1988,24,19,1622,18.0,0,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.5,1.9,0.02,0.09,0.10,0.02,0.10,Matches,2db2fd7b
79,Antonin Bobichon,fr FRA,MFFW,Angers,25,1995,4,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7d937aa1
80,Quentin Boisgard,fr FRA,MFFW,Lorient,24,1997,25,9,958,10.6,1,1,1,0,0,3,0,0.09,0.09,0.19,0.09,0.19,1.1,1.1,1.4,2.5,0.10,0.13,0.23,0.10,0.23,Matches,f6496133
81,Charles Boli,fr FRA,MFDF,Lens,22,1998,4,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,bbdd999a
82,Sven Botman,nl NED,DF,Lille,21,2000,25,25,2250,25.0,3,1,3,0,0,4,0,0.12,0.04,0.16,0.12,0.16,1.8,1.8,0.4,2.2,0.07,0.02,0.09,0.07,0.09,Matches,ccce7025
83,Denis Bouanga,ga GAB,FWMF,Saint-Étienne,26,1994,34,28,2436,27.1,9,6,9,0,0,4,1,0.33,0.22,0.55,0.33,0.55,8.7,8.7,5.3,14.0,0.32,0.20,0.52,0.32,0.52,Matches,0b0cbe5b
84,Hicham Boudaoui,dz ALG,MF,Nice,21,1999,29,21,1621,18.0,3,2,3,0,0,7,0,0.17,0.11,0.28,0.17,0.28,1.5,1.5,3.0,4.4,0.08,0.16,0.25,0.08,0.25,Matches,f9d5908e
85,Ryad Boudebouz,dz ALG,MFFW,Saint-Étienne,31,1990,30,27,2252,25.0,3,4,2,1,1,2,0,0.12,0.16,0.28,0.08,0.24,2.5,1.7,5.2,6.9,0.10,0.21,0.31,0.07,0.28,Matches,1001ae82
86,Sofiane Boufal,ma MAR,FWMF,Angers,27,1993,29,28,2330,25.9,8,4,5,3,3,6,0,0.31,0.15,0.46,0.19,0.35,9.2,6.9,7.3,14.1,0.35,0.28,0.64,0.26,0.55,Matches,b0c71810
87,Farid Boulaya,dz ALG,MFFW,Metz,28,1993,24,18,1526,17.0,4,2,4,0,0,1,1,0.24,0.12,0.35,0.24,0.35,1.9,1.9,3.8,5.7,0.11,0.22,0.33,0.11,0.33,Matches,a0791826
88,Ismaëlben Boura,fr FRA,DF,Lens,20,2000,5,1,95,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,62e02107
89,Benjamin Bourigeaud,fr FRA,FWMF,Rennes,27,1994,38,38,3193,35.5,11,12,11,0,0,2,0,0.31,0.34,0.65,0.31,0.65,6.3,6.3,14.4,20.7,0.18,0.41,0.58,0.18,0.58,Matches,20e73fac
90,Redwan Bourles,fr FRA,MFFW,Lorient,18,2003,4,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5c7895a0
91,Domagoj Bradarić,hr CRO,DF,Lille,21,1999,15,2,417,4.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.9,0.02,0.16,0.19,0.02,0.19,Matches,8bbe2df5
92,Bilal Brahimi,dz ALG,MF,Nice,21,2000,11,2,378,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.1,1.7,0.15,0.27,0.42,0.15,0.42,Matches,02bcaf8e
93,Bilal Brahimi,dz ALG,FW,Angers,21,2000,9,3,338,3.8,0,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,0.6,0.6,1.1,1.7,0.17,0.29,0.46,0.17,0.46,Matches,02bcaf8e
94,Lilian Brassier,fr FRA,DF,Brest,21,1999,31,23,2263,25.1,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.8,1.9,0.04,0.03,0.08,0.04,0.08,Matches,5b146df3
95,Jimmy Briand,fr FRA,FWMF,Bordeaux,35,1985,17,1,226,2.5,2,1,1,1,2,1,0,0.80,0.40,1.19,0.40,0.80,2.6,1.0,0.9,2.0,1.03,0.38,1.41,0.40,0.78,Matches,f83c8d6c
96,Dylan Bronn,tn TUN,DF,Metz,26,1995,30,28,2545,28.3,1,2,1,0,0,10,1,0.04,0.07,0.11,0.04,0.11,2.0,2.0,1.1,3.1,0.07,0.04,0.11,0.07,0.11,Matches,edd81e2a
97,Osman Bukari,gh GHA,FWMF,Nantes,22,1998,24,10,1012,11.2,2,4,2,0,0,1,0,0.18,0.36,0.53,0.18,0.53,2.0,2.0,3.0,5.1,0.18,0.27,0.45,0.18,0.45,Matches,eab85789
98,Maxime Busi,be BEL,DF,Reims,21,1999,18,13,1296,14.4,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,0.6,0.6,1.2,1.8,0.04,0.08,0.12,0.04,0.12,Matches,7b082ec2
99,Oriol Busquets,es ESP,MF,Clermont Foot,22,1999,9,2,201,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,49712367
100,Marcin Bułka,pl POL,GK,Nice,21,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,db87a2c4
101,Rémy Cabella,fr FRA,MFFW,Montpellier,31,1990,5,3,313,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.9,0.10,0.16,0.25,0.10,0.25,Matches,148e136f
102,Jimmy Cabot,fr FRA,DF,Angers,27,1994,24,24,2008,22.3,0,5,0,0,0,4,0,0.00,0.22,0.22,0.00,0.22,0.7,0.7,2.3,3.0,0.03,0.10,0.13,0.03,0.13,Matches,46359159
103,Anthony Caci,fr FRA,DF,Strasbourg,24,1997,37,26,2395,26.6,1,3,1,0,0,4,0,0.04,0.11,0.15,0.04,0.15,1.6,1.6,4.2,5.8,0.06,0.16,0.22,0.06,0.22,Matches,0118c54c
104,Mathieu Cafaro,fr FRA,MFFW,Reims,24,1997,4,3,192,2.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.22,0.10,0.32,0.22,0.32,Matches,2a657da0
105,Yannick Cahuzac,fr FRA,MF,Lens,36,1985,17,6,618,6.9,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.01,0.01,0.01,0.01,Matches,677ee102
106,Marc-Aurèle Caillard,fr FRA,GK,Metz,27,1994,19,17,1542,17.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5ee6e943
107,Jens Cajuste,se SWE,MFFW,Reims,21,1999,8,4,364,4.0,2,0,1,1,1,0,0,0.49,0.00,0.49,0.25,0.25,1.8,1.0,0.1,1.2,0.45,0.04,0.49,0.26,0.29,Matches,928a4a61
108,Duje Ćaleta-Car,hr CRO,DF,Marseille,24,1996,26,24,2057,22.9,2,0,2,0,0,6,0,0.09,0.00,0.09,0.09,0.09,2.1,2.1,0.9,3.0,0.09,0.04,0.13,0.09,0.13,Matches,94f8d10c
109,Lucas Calodat,fr FRA,DF,Saint-Étienne,19,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7a72e960
110,Mahdi Camara,fr FRA,MFDF,Saint-Étienne,23,1998,35,34,3073,34.1,3,0,3,0,0,8,0,0.09,0.00,0.09,0.09,0.09,2.9,2.9,1.5,4.4,0.09,0.04,0.13,0.09,0.13,Matches,8577e60a
111,Mamadou Camara,fr FRA,FW,Troyes,20,2001,3,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.28,0.00,0.28,0.28,0.28,Matches,316e70c7
