,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
582,Chimuanya Ugochukwu,fr FRA,MF,Rennes,17,2004,4.5,5,1.11,4,0,0,1,0,0,1,0.22,1,0,0,0,0,0,Matches,1df4a109
583,Hwang Ui-jo,kr KOR,FW,Bordeaux,28,1992,27.9,31,1.11,17,3,3,4,3,1,2,0.07,1,0,0,0,0,1,Matches,a2d873dd
584,Cengiz Ünder,tr TUR,FWMF,Marseille,24,1997,24.4,83,3.40,52,13,2,6,8,2,9,0.37,5,0,1,0,2,1,Matches,1880614f
585,Jere Uronen,fi FIN,DF,Brest,27,1994,9.8,4,0.41,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,d75f3980
586,Vanderson,br BRA,FWDF,Monaco,20,2001,12.4,31,2.49,26,1,0,1,1,2,6,0.48,6,0,0,0,0,0,Matches,ee45fd85
587,Jonathan Varane,fr FRA,MF,Lens,19,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4ade359f
588,Marco Verratti,it ITA,MF,Paris S-G,28,1992,21.5,77,3.58,67,2,1,0,3,4,5,0.23,5,0,0,0,0,0,Matches,1467af0d
589,Kevin Volland,de GER,MFFW,Monaco,29,1992,27.1,70,2.59,59,0,1,4,6,0,18,0.67,15,0,0,1,2,0,Matches,64f69877
590,Timothy Weah,us USA,MFFW,Lille,21,2000,18.0,52,2.88,36,2,6,2,6,0,9,0.50,5,0,2,1,1,0,Matches,8eec784d
591,Georginio Wijnaldum,nl NED,MF,Paris S-G,30,1990,18.4,24,1.31,22,0,1,1,0,0,7,0.38,6,0,0,1,0,0,Matches,eb58eef0
592,Christopher Wooh,cm CMR,DF,Lens,19,2001,11.7,13,1.11,6,1,2,1,1,2,3,0.26,2,0,0,0,1,0,Matches,b003239d
593,Xeka,pt POR,MF,Lille,26,1994,18.0,33,1.83,20,6,0,2,1,4,3,0.17,0,1,0,1,1,0,Matches,f3600c02
594,Sekou Yansané,gn GUI,FW,Paris S-G,18,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bce37ac0
595,Yusuf Yazıcı,tr TUR,MFFW,Lille,24,1997,5.7,19,3.41,7,9,1,1,0,1,1,0.18,0,1,0,0,0,0,Matches,f5c8b425
596,Burak Yılmaz,tr TUR,FW,Lille,36,1985,24.6,47,1.91,32,3,1,6,5,0,5,0.20,2,1,0,1,1,0,Matches,165a2e40
597,Leny Yoro,fr FRA,MF,Lille,15,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6763f716
598,Zaydou Youssouf,fr FRA,MF,Saint-Étienne,22,1999,17.3,44,2.55,30,1,0,6,4,3,0,0.00,0,0,0,0,0,0,Matches,e2f9bb5f
599,Akim Zedadka,dz ALG,DF,Clermont Foot,26,1995,37.1,97,2.62,78,5,3,4,3,4,6,0.16,5,1,0,0,0,0,Matches,0ff630d0
600,Arber Zeneli,xk KVX,FW,Reims,26,1995,4.5,18,3.95,13,2,1,0,2,0,3,0.66,1,1,0,0,1,0,Matches,095e4199
601,Mehdi Zerkane,dz ALG,MFDF,Bordeaux,22,1999,0.9,5,5.42,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,53f6306f
602,Edon Zhegrova,xk KVX,MFFW,Lille,22,1999,5.3,30,5.60,19,1,5,2,2,1,1,0.19,1,0,0,0,0,0,Matches,34a88e3e
603,Banhie Zoukrou,fr FRA,DF,Troyes,18,2003,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,aefa3050
